Detector module ID,Assembly date,Assembler,FE board number,A0 SM ID,A1 SM ID,Resistance when assembling (Ohms),Kapton foam layers,Assembly location,Cu housing provider,Cu housing ID,Cu housing tool,Thermomaterial applied,DeltaT average at 0.25 A [ºC],RMS DeltaT over 4 sensors,Average LY,Average max(|LO asymmetry|),RU,Resistance at 23ºC,CP Width Bottom before assembly [mm],Width Bottom [mm],Width Bottom Edge [mm],Delta Bottom,CP Width High before assambly [mm],Width High [mm],Width High Edge [mm],Delta Top,A visible gap between copper tabs and SiPM packages (Y/N),All copper tabs 90 degrees (Y/N),Tab is NOT touching glue,"> 0.4 variation in TEC response to bias (Y, value/N)",Comments,Mounted on tray?
32110040004688,25/6/2025,Alex,3414,32110020009488,32110020009533,50.16,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004689,25/6/2025,Alex,3433,32110020009492,32110020009517,49.86,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004690,26/6/2025,Jason ,2726,32110020009493,32110020009503,50.37,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004691,26/6/2025,Jason ,2695,32110020009505,32110020009507,51.67,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004692,26/6/2025,Jason ,3441,32110020009491,32110020009523,50.47,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004693,26/6/2025,Jason ,2749,32110020009480,32110020009490,49.52,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004694,26/6/2025,Jason ,3448,32110020009519,32110020009528,51.26,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004695,26/6/2025,Jason ,3408,32110020009468,32110020009482,50.31,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004696,26/6/2025,Jason ,3431,32110020009504,32110020009510,50.49,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004697,26/6/2025,Jason ,3481,32110020009374,32110020009486,49.87,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004698,26/6/2025,Jason ,2337,32110020009489,32110020009500,50.19,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004699,26/6/2025,Jason ,2373,32110020009471,32110020009502,50.11,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004700,26/6/2025,Jason ,2771,32110020009495,32110020009513,50.49,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004701,26/6/2025,Jason ,2687,32110020009382,32110020009506,49.23,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004702,26/6/2025,Jason ,2335,32110020009518,32110020009521,50.66,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004703,26/6/2025,Jason ,3420,32110020009473,32110020009530,50.99,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004704,26/6/2025,Jason ,3427,32110020009391,32110020009487,50.01,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004705,26/6/2025,Alex,3407,32110020009474,32110020009511,50.61,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004706,26/6/2025,Alex,2713,32110020009479,32110020009484,49.16,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004707,26/6/2025,Alex,2775,32110020009470,32110020009496,50.43,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004708,26/6/2025,Alex,3459,32110020009472,32110020009509,51.28,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004709,26/6/2025,Alex,3410,32110020009368,32110020009476,50.19,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004710,30/6/2025,Jason,2532,32110020009477,32110020009501,50.23,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004711,30/6/2025,Jason,2327,32110020009516,32110020009526,50.16,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004712,30/6/2025,Alex,2328,32110020009478,32110020009497,50.86,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004713,30/6/2025,Alex,2588,32110020009404,32110020009467,51.04,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004714,30/6/2025,Alex,2555,32110020009461,32110020009534,51.37,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004715,30/6/2025,Alex,2333,32110020009335,32110020009426,50.56,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004716,30/6/2025,Alex,2338,32110020009525,32110020009532,51.5,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004717,2/7/2025,Alex,2589,32110020009658,32110020009661,50.36,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004718,2/7/2025,Alex,2363,32110020009603,32110020009664,51.43,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004719,2/7/2025,Alex,2334,32110020009648,32110020009650,51.31,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004720,2/7/2025,Alex,2361,32110020009595,32110020009694,50.46,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004721,2/7/2025,Alex,2585,32110020009586,32110020009638,51.38,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004722,2/7/2025,Jason,2558,32110020009541,32110020009604,51.83,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004723,2/7/2025,Jason,2322,32110020009600,32110020009608,51.54,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004724,2/7/2025,Jason,2368,32110020009633,32110020009681,50.66,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004725,2/7/2025,Jason,5046,32110020009609,32110020009615,50.92,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004726,2/7/2025,Jason,2380,32110020009552,32110020009559,50.52,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004727,2/7/2025,Jason,2540,32110020009593,32110020009646,51.22,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004728,2/7/2025,Jason,2379,32110020009579,32110020009617,50.46,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004729,2/7/2025,Jason,2738,32110020009588,32110020009623,51.73,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004730,2/7/2025,Jason,2321,32110020009570,32110020009576,50.67,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004731,2/7/2025,Jason,2732,32110020009645,32110020009688,50.87,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004732,2/7/2025,Jason,2559,32110020009607,32110020009637,51.15,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004733,2/7/2025,Jason,4928,32110020009667,32110020009675,50.95,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004734,2/7/2025,Jason,3440,32110020009596,32110020009649,51.25,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004735,2/7/2025,Jason,4920,32110020009561,32110020009619,51.69,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004736,2/7/2025,Jason,2362,32110020009669,32110020009677,50.11,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004737,3/7/2025,Alex,4984,32110020009631,32110020009678,50.61,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004738,3/7/2025,Alex,5041,32110020009616,32110020009693,50.73,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004739,3/7/2025,Alex,5080,32110020009621,32110020009641,51.16,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004740,3/7/2025,Alex,5034,32110020009549,32110020009654,51.53,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004741,3/7/2025,Alex,4882,32110020009565,32110020009577,50.79,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004742,7/7/2025,Alex,5049,32110020009606,32110020009689,50.75,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004743,7/7/2025,Alex,5010,32110020009602,32110020009651,51.4,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004744,7/7/2025,Alex,5020,32110020009594,32110020009652,50.26,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004745,7/7/2025,Alex,4996,32110020009587,32110020009643,49.98,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004746,7/7/2025,Alex,5016,32110020009544,32110020009591,51.67,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004747,7/7/2025,Jason,4971,32110020009611,32110020009620,51.55,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004748,7/7/2025,Jason,4965,32110020009537,32110020009685,51.23,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004749,7/7/2025,Jason,4938,32110020009636,32110020009679,51.82,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004750,7/7/2025,Jason,4982,32110020009630,32110020009655,50.67,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004751,7/7/2025,Jason,4990,32110020009581,32110020009671,51.17,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004752,7/7/2025,Jason,5013,32110020009539,32110020009582,52.37,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004753,7/7/2025,Jason,5019,32110020009556,32110020009657,50.58,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004754,7/7/2025,Jason,4972,32110020009629,32110020009680,51.51,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004755,7/7/2025,Jason,4979,32110020009545,32110020009589,51.51,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004756,7/7/2025,Jason,5047,32110020009554,32110020009708,51.42,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004757,7/7/2025,Jason,4986,32110020009548,32110020009672,50.72,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004758,7/7/2025,Jason,4968,32110020009585,32110020009635,50.89,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004759,7/7/2025,Jason,4981,32110020009555,32110020009584,51.86,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004760,7/7/2025,Jason,4987,32110020009642,32110020009684,51.05,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004761,9/7/2025,Alex,5035,32110020009542,32110020009676,51.1,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004762,9/7/2025,Alex,5040,32110020009562,32110020009583,49.37,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004763,9/7/2025,Alex,4922,32110020009558,32110020009692,49.89,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004764,9/7/2025,Alex,4913,32110020009634,32110020009686,50.97,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004765,9/7/2025,Alex,4903,32110020009564,32110020009714,51.11,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004766,9/7/2025,Jason,4988,32110020009540,32110020009568,52.05,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004767,9/7/2025,Jason,4932,32110020009706,32110020009713,51.12,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004768,9/7/2025,Jason,4857,32110020009536,32110020009697,49.94,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004769,9/7/2025,Jason,4850,32110020009557,32110020009690,50.45,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004770,9/7/2025,Jason,4966,32110020009656,32110020009662,50.38,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004771,9/7/2025,Jason,4999,32110020009578,32110020009614,51.21,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004772,9/7/2025,Jason,5031,32110020009543,32110020009572,51.89,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004773,9/7/2025,Jason,4917,32110020009598,32110020009666,51.29,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004774,9/7/2025,Jason,4927,32110020009625,32110020009673,50.91,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004775,9/7/2025,Jason,4944,32110020009550,32110020009705,52.1,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004776,9/7/2025,Jason,4946,32110020009612,32110020009660,51.23,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004777,10/7/2025,Alex,5033,32110020009597,32110020009683,50.29,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004778,10/7/2025,Alex,5056,32110020009644,32110020009668,50.1,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004779,10/7/2025,Alex,4992,32110020009567,32110020009663,50.83,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004780,10/7/2025,Alex,5029,32110020009682,32110020009717,51.4,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004781,10/7/2025,Alex,4918,32110020009618,32110020009703,,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004782,11/7/2025,Jason,4957,32110020009547,32110020009702,51.95,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004783,11/7/2025,Jason,4885,32110020009574,32110020009599,50.37,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004784,11/7/2025,Jason,4954,32110020009632,32110020009704,51.97,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004785,11/7/2025,Jason,4933,32110020009553,32110020009665,51.39,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004786,11/7/2025,Jason,4936,32110020009538,32110020009687,50.52,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004787,11/7/2025,Jason,4975,32110020009563,32110020009696,52.16,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004788,11/7/2025,Jason,4881,32110020009695,32110020009710,52.18,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004789,11/7/2025,Jason,4877,32110020009575,32110020009716,52.06,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004790,11/7/2025,Jason,4939,32110020009659,32110020009711,52.34,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004791,11/7/2025,Jason,5039,32110020009551,32110020009700,51.62,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004792,11/7/2025,Jason,4861,32110020009622,32110020009709,52.63,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004793,11/7/2025,Jason,4868,32110020009701,32110020009715,54.05,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004794,11/7/2025,Jason,5007,32110020009546,32110020009647,52.75,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004795,11/7/2025,Jason,5062,32110020009613,32110020009624,50.69,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004796,11/7/2025,Jason,4864,32110020009590,32110020009674,50.59,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004797,11/7/2025,Jason,4879,32110020009571,32110020009707,52.29,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004798,11/7/2025,Jason,5018,32110020009610,32110020009653,50.94,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004799,11/7/2025,Jason,4853,32110020009566,32110020009627,50.58,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004800,14/7/2025,Alex,4909,32110020009733,32110020009763,52.47,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004801,14/7/2025,Alex,5107,32110020009786,32110020009788,52.82,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004802,14/7/2025,Alex,5076,32110020009802,32110020009863,53.37,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004803,14/7/2025,Alex,4935,32110020009792,32110020009813,53.56,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004804,14/7/2025,Alex,5365,32110020009824,32110020009864,53.39,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004805,15/7/2025,Alex,4670,32110020009731,32110020009893,52.9,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004806,15/7/2025,Alex,5354,32110020009729,32110020009734,52.66,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004807,15/7/2025,Alex,5119,32110020009732,32110020009821,54.15,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004808,15/7/2025,Alex,5333,32110020009739,32110020009799,54.15,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004809,15/7/2025,Alex,5097,32110020009750,32110020009820,53.22,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004810,16/7/2025,Alex,4651,32110020009785,32110020009832,53.38,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004811,16/7/2025,Alex,5113,32110020009826,32110020009892,52.08,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004812,16/7/2025,Alex,5091,32110020009772,32110020009780,53.2,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004813,16/7/2025,Alex,5436,32110020009725,32110020009779,53.72,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004814,16/7/2025,Alex,4647,32110020009752,32110020009888,51.55,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004815,16/7/2025,Alex,5351,32110020009794,32110020009819,53.16,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004816,16/7/2025,Jason ,5334,32110020009768,32110020009833,53.68,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004817,16/7/2025,Jason ,4701,32110020009754,32110020009816,53.55,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004818,16/7/2025,Jason ,5363,32110020009767,32110020009789,53.33,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004819,16/7/2025,Jason ,4675,32110020009764,32110020009796,53.69,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004820,16/7/2025,Jason ,5350,32110020009735,32110020009790,53.63,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004821,16/7/2025,Jason ,5357,32110020009747,32110020009804,53.76,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004822,16/7/2025,Jason ,5356,32110020009809,32110020009862,54.11,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004823,16/7/2025,Jason ,4652,32110020009791,32110020009846,52.36,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004824,16/7/2025,Jason ,4654,32110020009766,32110020009777,53.16,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004825,16/7/2025,Jason ,5353,32110020009719,32110020009878,52.33,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004826,16/7/2025,Jason ,4656,32110020009774,32110020009787,52.7,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004827,16/7/2025,Jason ,5345,32110020009770,32110020009866,52.94,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004828,17/7/2025,Alex,5114,32110020009801,32110020009830,53.75,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004829,17/7/2025,Alex,4643,32110020009769,32110020009800,53.81,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004830,17/7/2025,Alex,5344,32110020009720,32110020009797,52.59,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004831,17/7/2025,Alex,4677,32110020009818,32110020009881,53.17,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004832,17/7/2025,Alex,5348,32110020009783,32110020009822,53.87,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004833,22/7/2025,Alex,5342,32110020009887,32110020009891,53.09,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004834,22/7/2025,Alex,5359,32110020009848,32110020009886,51.75,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004835,22/7/2025,Alex,5358,32110020009758,32110020009812,52.47,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004836,22/7/2025,Alex,5105,32110020009778,32110020009879,53.78,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004837,22/7/2025,Alex,5341,32110020009771,32110020009885,52.24,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004838,22/7/2025,Jason,5360,32110020009724,32110020009840,52.42,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004839,22/7/2025,Jason ,5349,32110020009795,32110020009814,54.15,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004840,22/7/2025,Jason,5352,32110020009831,32110020009837,52.58,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004841,22/7/2025,Jason ,4658,32110020009757,32110020009875,51.73,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004842,22/7/2025,Jason,4994,32110020009761,32110020009890,52.41,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004843,22/7/2025,Jason ,5092,32110020009784,32110020009860,52.93,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004844,22/7/2025,Jason,5042,32110020009838,32110020009857,52.06,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004845,22/7/2025,Jason ,4661,32110020009722,32110020009854,53.17,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004846,22/7/2025,Jason,4663,32110020009753,32110020009841,53.82,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004847,22/7/2025,Jason ,5093,32110020009793,32110020009806,54.62,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004848,22/7/2025,Jason,5332,32110020009811,32110020009836,53.67,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004849,22/7/2025,Jason ,5355,32110020009762,32110020009861,53.68,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004850,22/7/2025,Jason,5340,32110020009736,32110020009745,53.32,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004851,22/7/2025,Jason ,5116,32110020009743,32110020009825,52.51,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004852,22/7/2025,Jason,5099,32110020009738,32110020009856,53.05,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004853,22/7/2025,Jason ,4669,32110020009782,32110020009852,53.59,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004854,22/7/2025,Jason,4641,32110020009742,32110020009817,53.41,2,,,,,,,,,,,,,,,,,,,,,,,,,
32110040004855,22/7/2025,Jason ,5104,32110020009776,32110020009805,54.99,2,,,,,,,,,,,,,,,,,,,,,,,,,